algo,lr,loss
epsilon:0:ips,learning_rate:0.001,0.5588511818181817
epsilon:0.02:dr,learning_rate:3.0,0.5591411818181818
cover:4:psi:0:nounif:mtr,learning_rate:0.3,0.5593158181818182
cover:16:psi:0.1:nounif:ips,learning_rate:0.1,0.5594925454545454
cover:8:psi:0:dr,learning_rate:3.0,0.5596382727272728
cover:8:psi:0:nounif:mtr,learning_rate:0.03,0.5596500909090909
bag:8:mtr,learning_rate:0.1,0.5599863636363636
cover:4:psi:0.01:nounif:mtr,learning_rate:0.3,0.5606002727272728
cover:8:psi:0:nounif:mtr,learning_rate:3.0,0.5610485454545455
cover:16:psi:0.01:nounif:dr,learning_rate:1.0,0.5611136363636363
cover:4:psi:0.01:mtr,learning_rate:10.0,0.5612077272727274
cover:16:psi:0:dr,learning_rate:3.0,0.5614291818181818
cover:16:psi:1.0:nounif:dr,learning_rate:0.03,0.5619109090909091
cover:8:psi:0:nounif:ips,learning_rate:0.001,0.5620212727272728
cover:8:psi:0.01:nounif:ips,learning_rate:0.3,0.5621712727272727
epsilon:0.1:dr,learning_rate:3.0,0.5624190909090909
cover:4:psi:0:dr,learning_rate:3.0,0.5624608181818181
cover:8:psi:0.1:nounif:ips,learning_rate:0.1,0.5629788181818182
cover:8:psi:1.0:dr,learning_rate:1.0,0.5632847272727274
cover:8:psi:0.01:nounif:ips,learning_rate:0.003,0.563549
cover:16:psi:0.01:nounif:mtr,learning_rate:0.03,0.563816909090909
bag:2:greedify:ips,learning_rate:0.1,0.5638458181818182
cover:8:psi:0.1:dr,learning_rate:3.0,0.5651478181818181
cover:4:psi:0.01:dr,learning_rate:3.0,0.5651525454545455
cover:1:nounif:mtr,learning_rate:0.3,0.56532
cover:16:psi:0.01:nounif:ips,learning_rate:0.003,0.5657209999999999
cover:8:psi:0:nounif:ips,learning_rate:3.0,0.5657256363636364
epsilon:0:ips,learning_rate:3.0,0.5657671818181818
cover:16:psi:0:nounif:ips,learning_rate:3.0,0.5659347272727273
cover:4:psi:0:nounif:ips,learning_rate:3.0,0.5659574545454545
bag:8:greedify:mtr,learning_rate:0.1,0.5663054545454546
bag:2:ips,learning_rate:0.01,0.5664509999999999
cover:8:psi:0:nounif:mtr,learning_rate:0.003,0.5664552727272727
cover:1:nounif:mtr,learning_rate:0.1,0.5667448
bag:4:greedify:mtr,learning_rate:0.03,0.5674717272727273
cover:8:psi:1.0:nounif:dr,learning_rate:0.03,0.5676261818181818
epsilon:0.02:dr,learning_rate:0.3,0.568267909090909
cover:8:psi:0.01:nounif:mtr,learning_rate:1.0,0.568290090909091
epsilon:0.1:dr,learning_rate:0.3,0.568396090909091
epsilon:0:dr,learning_rate:0.001,0.5684966363636362
cover:4:psi:0:mtr,learning_rate:1.0,0.568604909090909
bag:2:dr,learning_rate:0.03,0.5687986363636365
cover:4:psi:0.01:mtr,learning_rate:3.0,0.5688978181818182
cover:4:psi:0.01:nounif:mtr,learning_rate:3.0,0.5689335454545454
cover:4:psi:0.1:nounif:ips,learning_rate:0.1,0.5689426363636364
cover:16:psi:1.0:dr,learning_rate:1.0,0.5689659090909092
cover:8:psi:0.1:nounif:ips,learning_rate:0.01,0.569102090909091
cover:8:psi:0.01:nounif:mtr,learning_rate:0.3,0.5691375454545455
cover:1:nounif:dr,learning_rate:0.01,0.569578
cover:16:psi:0.1:nounif:ips,learning_rate:0.01,0.5696599090909092
cover:4:psi:0:mtr,learning_rate:10.0,0.5698613636363637
cover:4:psi:0.01:dr,learning_rate:10.0,0.5702381818181818
cover:16:psi:0.01:nounif:mtr,learning_rate:0.01,0.5706034545454547
cover:4:psi:0.1:dr,learning_rate:3.0,0.5709360909090909
epsilon:0.1:dr,learning_rate:10.0,0.5711910909090909
cover:4:psi:0.1:nounif:mtr,learning_rate:0.3,0.5713554545454547
cover:16:psi:0:nounif:mtr,learning_rate:0.1,0.5714366363636364
cover:4:psi:0.01:nounif:mtr,learning_rate:0.1,0.5717289999999999
cover:16:psi:0:nounif:mtr,learning_rate:0.03,0.5718088181818182
epsilon:0.05:dr,learning_rate:10.0,0.5718567272727273
cover:1:nounif:mtr,learning_rate:3.0,0.5719106
cover:8:psi:0:nounif:mtr,learning_rate:0.3,0.5719932727272727
cover:8:psi:0.01:dr,learning_rate:3.0,0.572118
cover:8:psi:1.0:dr,learning_rate:0.1,0.5723756363636363
bag:8:ips,learning_rate:0.1,0.5730875384615385
cover:4:psi:1.0:dr,learning_rate:1.0,0.5733643636363636
bag:2:greedify:ips,learning_rate:0.3,0.5735429090909091
cover:16:psi:0.1:dr,learning_rate:10.0,0.573545818181818
cover:16:psi:0.01:nounif:ips,learning_rate:1.0,0.5735584545454545
cover:16:psi:0.01:dr,learning_rate:3.0,0.5737452727272727
cover:8:psi:0.01:nounif:ips,learning_rate:1.0,0.5738918181818181
epsilon:0.05:dr,learning_rate:1.0,0.5739016363636364
cover:8:psi:0.1:dr,learning_rate:10.0,0.5739603636363635
epsilon:0:mtr,learning_rate:0.003,0.5739783636363637
cover:16:psi:1.0:dr,learning_rate:0.3,0.5740333636363636
cover:16:psi:0.01:nounif:mtr,learning_rate:0.3,0.5740844545454545
cover:8:psi:0.01:dr,learning_rate:10.0,0.5741975454545455
cover:16:psi:0.01:nounif:dr,learning_rate:3.0,0.5745349090909091
bag:2:ips,learning_rate:0.1,0.574594090909091
bag:2:ips,learning_rate:0.03,0.5747200909090909
